institute code,institute name,branch code,course name,status,university,category,rank,percentile,gender,quota,category(1),branch,year,cap round
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303337290L,Electronics and Telecommunication Engg,University,Unknown,LSCS,147782,44.2599775,L,S,SC,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303337290L,Electronics and Telecommunication Engg,University,Unknown,GNT2S,139905,49.2256217,G,S,NT2,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303337810,Electronics Engineering ( VLSI Design and Technology),University,Unknown,GOPENS,120989,58.4401523,G,S,OPEN,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303337810,Electronics Engineering ( VLSI Design and Technology),University,Unknown,GOBCS,142951,47.1398578,G,S,OBC,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303337810,Electronics Engineering ( VLSI Design and Technology),University,Unknown,GSEBCS,171267,29.2375397,G,S,SEBC,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303337810,Electronics Engineering ( VLSI Design and Technology),University,Unknown,LSCS,171647,29.0442453,L,S,SC,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303337813K,Electronics Engineering ( VLSI Design and Technology),University,Unknown,GOPENS,137731,50.3223138,G,S,OPEN,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303350710,Chemical Engineering,University,Unknown,GOPENS,70259,78.5512207,G,S,OPEN,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303352710,Petro Chemical Engineering,University,Unknown,GOPENS,182644,21.3037657,G,S,OPEN,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303352710,Petro Chemical Engineering,University,Unknown,GOBCS,188009,16.4425946,G,S,OBC,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303352710,Petro Chemical Engineering,University,Unknown,LOBCS,173618,28.3031822,L,S,OBC,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303352710,Petro Chemical Engineering,University,Unknown,GNT2S,190692,13.9509479,G,S,NT2,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303361210,Mechanical Engineering,University,Unknown,GOPENS,87941,71.8498844,G,S,OPEN,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303361210,Mechanical Engineering,University,Unknown,GVJS,150675,43.0314730,G,S,VJ,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303361210,Mechanical Engineering,University,Unknown,LSCS,132713,52.8806012,L,S,SC,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303361210,Mechanical Engineering,University,Unknown,LOBCS,82845,73.7482517,L,S,OBC,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303361210,Mechanical Engineering,University,Unknown,LSEBCS,164435,34.8967510,L,S,SEBC,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303361210,Mechanical Engineering,University,Unknown,DEFOPENS,93340,70.2033567,D,S,OPEN,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303361210,Mechanical Engineering,University,Unknown,GSTS,112665,62.0615406,G,S,ST,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303390510,Computer Science and Engineering,University,Unknown,GOPENS,48571,85.5207245,G,S,OPEN,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303390510,Computer Science and Engineering,University,Unknown,GVJS,176515,25.4741362,G,S,VJ,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303390510,Computer Science and Engineering,University,Unknown,GOBCS,81281,74.6802716,G,S,OBC,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303390510,Computer Science and Engineering,University,Unknown,LOPENS,95695,69.2179237,L,S,OPEN,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303390510,Computer Science and Engineering,University,Unknown,LSCS,114511,61.1295449,L,S,SC,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303390510,Computer Science and Engineering,University,Unknown,EWS,170174,29.8059527,E,S,EWS,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303390510,Computer Science and Engineering,University,Unknown,DEFOBCS,81416,74.6802716,D,S,OBC,B.Tech,2025,3
'03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",'0303390513K,Computer Science and Engineering,University,Unknown,GOPENS,99791,67.8210479,G,S,OPEN,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303524550F,Computer Engineering,University Managed (Un-Aided),Unknown,LOPENS,20823,93.9467062,L,S,OPEN,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303524550F,Computer Engineering,University Managed (Un-Aided),Unknown,TFWS,23054,93.2766093,T,S,TFWS,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303524550F,Computer Engineering,University Managed (Un-Aided),Unknown,EWS,47449,85.9011570,E,S,EWS,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303524650F,Information Technology,University Managed (Un-Aided),Unknown,LOPENS,26822,92.1378092,L,S,OPEN,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303524650F,Information Technology,University Managed (Un-Aided),Unknown,LVJS,68853,78.8357161,L,S,VJ,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303524650F,Information Technology,University Managed (Un-Aided),Unknown,LNT2S,59504,82.1124479,L,S,NT2,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303524650F,Information Technology,University Managed (Un-Aided),Unknown,LOBCS,29633,91.3084967,L,S,OBC,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303524650F,Information Technology,University Managed (Un-Aided),Unknown,LSEBCS,71258,78.2722320,L,S,SEBC,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303524650F,Information Technology,University Managed (Un-Aided),Unknown,DEFOPENS,80085,75.1927485,D,S,OPEN,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303524650F,Information Technology,University Managed (Un-Aided),Unknown,EWS,81723,74.5404987,E,S,EWS,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303524650F,Information Technology,University Managed (Un-Aided),Unknown,PWDOBCS,31681,90.6688280,P,S,PWD,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303525450F,Computer Science and Technology,University Managed (Un-Aided),Unknown,LOPENS,22441,93.4773416,L,S,OPEN,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303525450F,Computer Science and Technology,University Managed (Un-Aided),Unknown,TFWS,27155,92.0737359,T,S,TFWS,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303525450F,Computer Science and Technology,University Managed (Un-Aided),Unknown,"DEFRSEBC
S",71610,78.2396759,D,S,SEBC,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303537050F,Electronics and Communication Engineering,University Managed (Un-Aided),Unknown,LOPENS,50361,84.9728618,L,S,OPEN,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303537050F,Electronics and Communication Engineering,University Managed (Un-Aided),Unknown,LNT2S,68790,78.8357161,L,S,NT2,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303537050F,Electronics and Communication Engineering,University Managed (Un-Aided),Unknown,LOBCS,65346,79.9894700,L,S,OBC,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303537050F,Electronics and Communication Engineering,University Managed (Un-Aided),Unknown,LSEBCS,146358,45.8266058,L,S,SEBC,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303537050F,Electronics and Communication Engineering,University Managed (Un-Aided),Unknown,EWS,172566,28.6767287,E,S,EWS,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303537050F,Electronics and Communication Engineering,University Managed (Un-Aided),Unknown,DEFOPENS,52608,84.1437716,D,S,OPEN,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303537050F,Electronics and Communication Engineering,University Managed (Un-Aided),Unknown,PWDOPENS,53209,84.0359888,P,S,PWD,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303537050F,Electronics and Communication Engineering,University Managed (Un-Aided),Unknown,LSTS,57492,82.7776620,L,S,ST,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303537050F,Electronics and Communication Engineering,University Managed (Un-Aided),Unknown,ORPHAN,63606,80.7807182,O,N,ORPHAN,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303591750F,Data Science,University Managed (Un-Aided),Unknown,LOPENS,41019,87.9235179,L,S,OPEN,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303591750F,Data Science,University Managed (Un-Aided),Unknown,LSCS,66969,79.6986029,L,S,SC,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303591750F,Data Science,University Managed (Un-Aided),Unknown,LNT2S,94996,69.4561708,L,S,NT2,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303591750F,Data Science,University Managed (Un-Aided),Unknown,LOBCS,54052,83.7934335,L,S,OBC,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303591750F,Data Science,University Managed (Un-Aided),Unknown,TFWS,43955,86.9322507,T,S,TFWS,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303591750F,Data Science,University Managed (Un-Aided),Unknown,PWDOPENS,43936,86.9322507,P,S,PWD,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303591750F,Data Science,University Managed (Un-Aided),Unknown,LSTS,44202,86.9194446,L,S,ST,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303599750F,Artificial Intelligence,University Managed (Un-Aided),Unknown,LOPENS,39488,88.3176594,L,S,OPEN,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303599750F,Artificial Intelligence,University Managed (Un-Aided),Unknown,LVJS,56025,83.1060395,L,S,VJ,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303599750F,Artificial Intelligence,University Managed (Un-Aided),Unknown,LOBCS,53116,84.0903324,L,S,OBC,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303599750F,Artificial Intelligence,University Managed (Un-Aided),Unknown,LSEBCS,57279,82.8332926,L,S,SEBC,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303599750F,Artificial Intelligence,University Managed (Un-Aided),Unknown,DEFOPENS,42689,87.3196408,D,S,OPEN,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303599750F,Artificial Intelligence,University Managed (Un-Aided),Unknown,PWDOPENS,39882,88.1880330,P,S,PWD,B.Tech,2025,3
'03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",'0303599750F,Artificial Intelligence,University Managed (Un-Aided),Unknown,PWDOBCS,53621,83.9020979,P,S,PWD,B.Tech,2025,3
'03036,"Institute of Chemical Technology, Matunga, Mumbai",'0303650710,Chemical Engineering,Deemed to be University Autonomous,Unknown,GOPENS,1510,99.4997644,G,S,OPEN,B.Tech,2025,3
'03036,"Institute of Chemical Technology, Matunga, Mumbai",'0303650710,Chemical Engineering,Deemed to be University Autonomous,Unknown,EWS,5643,98.3654081,E,S,EWS,B.Tech,2025,3
'03036,"Institute of Chemical Technology, Matunga, Mumbai",'0303651110,Dyestuff Technology,Deemed to be University Autonomous,Unknown,GSCS,17306,95.0157683,G,S,SC,B.Tech,2025,3
'03036,"Institute of Chemical Technology, Matunga, Mumbai",'0303651110,Dyestuff Technology,Deemed to be University Autonomous,Unknown,LSTS,7390,97.8815031,L,S,ST,B.Tech,2025,3
'03036,"Institute of Chemical Technology, Matunga, Mumbai",'0303651310,Pharmaceuticals Chemistry and Technology,Deemed to be University Autonomous,Unknown,GSEBCS,3928,98.8955127,G,S,SEBC,B.Tech,2025,3
'03036,"Institute of Chemical Technology, Matunga, Mumbai",'0303651310,Pharmaceuticals Chemistry and Technology,Deemed to be University Autonomous,Unknown,LOPENS,1862,99.4353855,L,S,OPEN,B.Tech,2025,3
'03036,"Institute of Chemical Technology, Matunga, Mumbai",'0303651310,Pharmaceuticals Chemistry and Technology,Deemed to be University Autonomous,Unknown,TFWS,2576,99.2447908,T,S,TFWS,B.Tech,2025,3
'03036,"Institute of Chemical Technology, Matunga, Mumbai",'0303651410,Fibres and Textile Processing Technology,Deemed to be University Autonomous,Unknown,GOPENS,10867,96.8595953,G,S,OPEN,B.Tech,2025,3
'03036,"Institute of Chemical Technology, Matunga, Mumbai",'0303651910,Polymer Engineering and Technology,Deemed to be University Autonomous,Unknown,GOPENS,3302,99.0010642,G,S,OPEN,B.Tech,2025,3
'03036,"Institute of Chemical Technology, Matunga, Mumbai",'0303653410,Food Engineering and Technology,Deemed to be University Autonomous,Unknown,LSCS,16716,95.5537220,L,S,SC,B.Tech,2025,3
'03036,"Institute of Chemical Technology, Matunga, Mumbai",'0303672910,Surface Coating Technology,Deemed to be University Autonomous,Unknown,GOPENS,5177,98.4901238,G,S,OPEN,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304229310,Electrical Engineering,Government Home University : Mumbai University,Mumbai University,GOPENH,199958,4.8139345,G,H,OPEN,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304229310,Electrical Engineering,Government Home University : Mumbai University,Mumbai University,LOPENH,184628,19.2051273,L,H,OPEN,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304250410,Food Technology And Management,Government Home University : Mumbai University,Mumbai University,GOPENH,82043,76.4112183,G,H,OPEN,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304250410,Food Technology And Management,Government Home University : Mumbai University,Mumbai University,GSCH,87799,74.2314271,G,H,SC,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304250410,Food Technology And Management,Government Home University : Mumbai University,Mumbai University,GOBCH,87015,74.6802716,G,H,OBC,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304250410,Food Technology And Management,Government Home University : Mumbai University,Mumbai University,LSEBCH,48430,86.6342041,L,H,SEBC,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304250410,Food Technology And Management,Government Home University : Mumbai University,Mumbai University,PWDOBCH,149554,47.8015007,P,H,PWD,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304262410,Mechatronics Engineering,Government Home University : Mumbai University,Mumbai University,GOPENH,104107,65.8462319,G,H,OPEN,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304262410,Mechatronics Engineering,Government Home University : Mumbai University,Mumbai University,LSTH,126954,55.4922986,L,H,ST,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304291810,Civil and infrastructure Engineering,Government Home University : Mumbai University,Mumbai University,GOPENH,104525,65.6692751,G,H,OPEN,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304291810,Civil and infrastructure Engineering,Government Home University : Mumbai University,Mumbai University,GSCH,188731,15.8481365,G,H,SC,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304291810,Civil and infrastructure Engineering,Government Home University : Mumbai University,Mumbai University,GOBCH,118662,59.2797111,G,H,OBC,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304291810,Civil and infrastructure Engineering,Government Home University : Mumbai University,Mumbai University,LOBCH,170499,29.5314685,L,H,OBC,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304291810,Civil and infrastructure Engineering,Government Home University : Mumbai University,Mumbai University,GVJH,123247,57.4017459,G,H,VJ,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304291810,Civil and infrastructure Engineering,Government Home University : Mumbai University,Mumbai University,GSEBCH,153911,40.6822054,G,H,SEBC,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304291810,Civil and infrastructure Engineering,Government Home University : Mumbai University,Mumbai University,LSEBCH,172604,28.6767287,L,H,SEBC,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304299510,Artificial Intelligence and Data Science,Government Home University : Mumbai University,Mumbai University,GOPENH,81104,74.9785452,G,H,OPEN,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304299510,Artificial Intelligence and Data Science,Government Home University : Mumbai University,Mumbai University,GSCH,174497,26.7336064,G,H,SC,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304299510,Artificial Intelligence and Data Science,Government Home University : Mumbai University,Mumbai University,LOPENH,81424,74.6802716,L,H,OPEN,B.Tech,2025,3
'03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",'0304299510,Artificial Intelligence and Data Science,Government Home University : Mumbai University,Mumbai University,GSTH,94597,69.4936445,G,H,ST,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313524510,Computer Engineering,Un-Aided,Unknown,GOPENH,8167,97.6563864,G,H,OPEN,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313524510,Computer Engineering,Un-Aided,Unknown,GSCH,22742,93.4192837,G,H,SC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313524510,Computer Engineering,Un-Aided,Unknown,GSTH,152501,42.2674623,G,H,ST,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313524510,Computer Engineering,Un-Aided,Unknown,GVJH,55063,83.4741816,G,H,VJ,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313524510,Computer Engineering,Un-Aided,Unknown,GNT1H,30431,91.0675835,G,H,NT1,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313524510,Computer Engineering,Un-Aided,Unknown,GOBCH,22149,93.5688239,G,H,OBC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313524510,Computer Engineering,Un-Aided,Unknown,GSEBCH,29588,91.3131313,G,H,SEBC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313524510,Computer Engineering,Un-Aided,Unknown,LOPENH,14795,95.7536628,L,H,OPEN,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313524510,Computer Engineering,Un-Aided,Unknown,LSCH,28322,91.7146701,L,H,SC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313524510,Computer Engineering,Un-Aided,Unknown,LOBCH,26193,92.3780367,L,H,OBC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313524510,Computer Engineering,Un-Aided,Unknown,PWDOBCH,22676,93.4220965,P,H,PWD,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313524610,Information Technology,Un-Aided,Unknown,GOPENH,21226,93.8574939,G,H,OPEN,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313524610,Information Technology,Un-Aided,Unknown,GSCH,38465,88.6328671,G,H,SC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313524610,Information Technology,Un-Aided,Unknown,GSTH,191219,13.4300699,G,H,ST,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313524610,Information Technology,Un-Aided,Unknown,GOBCH,27153,92.0737359,G,H,OBC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313524610,Information Technology,Un-Aided,Unknown,GSEBCH,46015,86.3462208,G,H,SEBC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313524610,Information Technology,Un-Aided,Unknown,LOPENH,14572,95.8168703,L,H,OPEN,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313524610,Information Technology,Un-Aided,Unknown,LVJH,142931,47.1398578,L,H,VJ,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313524610,Information Technology,Un-Aided,Unknown,LOBCH,29845,91.3015715,L,H,OBC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313537210,Electronics and Telecommunication Engg,Un-Aided,Unknown,GOPENH,36907,89.1476381,G,H,OPEN,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313537210,Electronics and Telecommunication Engg,Un-Aided,Unknown,GSCH,54969,83.4741816,G,H,SC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313537210,Electronics and Telecommunication Engg,Un-Aided,Unknown,GOBCH,37394,88.9609194,G,H,OBC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313537210,Electronics and Telecommunication Engg,Un-Aided,Unknown,GSEBCH,47496,85.8824755,G,H,SEBC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313537210,Electronics and Telecommunication Engg,Un-Aided,Unknown,LOPENH,32468,90.4894438,L,H,OPEN,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313537210,Electronics and Telecommunication Engg,Un-Aided,Unknown,LNT1H,84321,73.5570613,L,H,NT1,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313537210,Electronics and Telecommunication Engg,Un-Aided,Unknown,LNT2H,67272,79.6925092,L,H,NT2,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313537210,Electronics and Telecommunication Engg,Un-Aided,Unknown,LOBCH,50141,85.0571556,L,H,OBC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313537210,Electronics and Telecommunication Engg,Un-Aided,Unknown,LSEBCH,83561,73.6328536,L,H,SEBC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313537210,Electronics and Telecommunication Engg,Un-Aided,Unknown,GSTH,38052,88.7615737,G,H,ST,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313537210,Electronics and Telecommunication Engg,Un-Aided,Unknown,LSTH,34802,89.8231024,L,H,ST,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313561210,Mechanical Engineering,Un-Aided,Unknown,GOPENH,44900,86.6751751,G,H,OPEN,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313561210,Mechanical Engineering,Un-Aided,Unknown,GSCH,63714,80.7175218,G,H,SC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313561210,Mechanical Engineering,Un-Aided,Unknown,GOBCH,66793,79.6986029,G,H,OBC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313561210,Mechanical Engineering,Un-Aided,Unknown,GSEBCH,95284,69.3295893,G,H,SEBC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313561210,Mechanical Engineering,Un-Aided,Unknown,LSCH,69924,78.5819586,L,H,SC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313561210,Mechanical Engineering,Un-Aided,Unknown,LVJH,173795,28.3031822,L,H,VJ,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313561210,Mechanical Engineering,Un-Aided,Unknown,LSEBCH,102392,66.3866132,L,H,SEBC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313561210,Mechanical Engineering,Un-Aided,Unknown,LSTH,25671,92.5218400,L,H,ST,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313599510,Artificial Intelligence and Data Science,Un-Aided,Unknown,GOPENH,18391,94.7159159,G,H,OPEN,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313599510,Artificial Intelligence and Data Science,Un-Aided,Unknown,GOBCH,21177,93.8708608,G,H,OBC,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313599510,Artificial Intelligence and Data Science,Un-Aided,Unknown,LOPENH,18135,94.7771148,L,H,OPEN,B.Tech,2025,3
'03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",'0313599510,Artificial Intelligence and Data Science,Un-Aided,Unknown,LOBCH,28344,91.7146701,L,H,OBC,B.Tech,2025,3
'03139,"Vidyalankar Institute of Technology,Wadala, Mumbai",'0313924510,Computer Engineering,Un-Aided Autonomous,Unknown,GOPENS,8848,97.4832015,G,S,OPEN,B.Tech,2025,3
